Í∏∞Í∞Ñ	?êÏπòÍµ????∏Î?	Í≥?Í≥?Í≥??úÍµ≠???úÍµ≠???úÍµ≠???±Î°ù?∏Íµ≠???±Î°ù?∏Íµ≠???±Î°ù?∏Íµ≠???∏Î??πÏù∏Íµ?65?∏Ïù¥?ÅÍ≥†?πÏûê												
Í∏∞Í∞Ñ	?êÏπòÍµ????∏Î?	?∏Íµ¨	?®Ïûê	?¨Ïûê	?∏Íµ¨	?®Ïûê	?¨Ïûê	?∏Íµ¨	?®Ïûê	?¨Ïûê	?∏Î??πÏù∏Íµ?65?∏Ïù¥?ÅÍ≥†?πÏûê			
2008.2/4	"Í∞ïÏÑúÍµ??îÍ≥°8??10,779"	"27,542"	"13,590"	"13,952"	"27,319"	"13,489"	"13,830"	223	101	122	2.5	"1,970"		
2008.2/4	"Í∞ïÏÑúÍµ?Í∞Ä????7,776"	"22,395"	"11,405"	"10,990"	"21,788"	"11,058"	"10,730"	607	347	260	2.77	"1,443"		
2008.2/4	"Í∞ïÏÑúÍµ?Í∞Ä????7,915"	"19,213"	"9,264"	"9,949"	"19,166"	"9,249"	"9,917"	47	15	32	2.41	"2,241"		
2008.2/4	"Í∞ïÏÑúÍµ?Í∞Ä????7,815"	"20,260"	"9,814"	"10,446"	"20,176"	"9,780"	"10,396"	84	34	50	2.55	"2,149"		
2008.2/4	"Í∞ïÏÑúÍµ?Î∞úÏÇ∞1??9,704"	"27,913"	"13,579"	"14,334"	"27,684"	"13,472"	"14,212"	229	107	122	2.83	"1,858"		
2008.2/4	"Í∞ïÏÑúÍµ?Î∞úÏÇ∞2??6,589"	"19,441"	"9,444"	"9,997"	"19,413"	"9,433"	"9,980"	28	11	17	2.92	"1,081"		
2008.2/4	"Í∞ïÏÑúÍµ?Í≥µÌï≠??9,741"	"22,794"	"11,785"	"11,009"	"21,807"	"11,080"	"10,727"	987	705	282	2.21	"1,945"		
2008.2/4	"Í∞ïÏÑúÍµ?Î∞©Ìôî1??11,783"	"31,469"	"15,863"	"15,606"	"30,773"	"15,539"	"15,234"	696	324	372	2.58	"2,323"		
2008.2/4	"Í∞ïÏÑúÍµ?Î∞©Ìôî2??11,016"	"27,061"	"13,393"	"13,668"	"26,841"	"13,300"	"13,541"	220	93	127	2.41	"2,713"		
2008.2/4	"Í∞ïÏÑúÍµ?Î∞©Ìôî3??11,649"	"28,758"	"13,905"	"14,853"	"28,626"	"13,849"	"14,777"	132	56	76	2.43	"2,705"		
2008.2/4	Íµ¨Î°úÍµ??©Í≥Ñ	"165,058"	"449,457"	"227,310"	"222,147"	"421,470"	"212,882"	"208,588"	"27,987"	"14,428"	"13,559"	2.53	"33,276"	
2008.2/4	Íµ¨Î°úÍµ??†ÎèÑÎ¶ºÎèô	"12,733"	"36,724"	"18,321"	"18,403"	"36,373"	"18,126"	"18,247"	351	195	156	2.82	"2,287"	
2008.2/4	"Íµ¨Î°úÍµ?Íµ¨Î°ú1??7,995"	"27,877"	"13,965"	"13,912"	"23,302"	"11,607"	"11,695"	"4,575"	"2,358"	"2,217"	2.88	"1,274"		
2008.2/4	"Íµ¨Î°úÍµ?Íµ¨Î°ú2??7,515"	"18,562"	"9,544"	"9,018"	"16,637"	"8,547"	"8,090"	"1,925"	997	928	2.2	"1,599"		
2008.2/4	"Íµ¨Î°úÍµ?Íµ¨Î°ú3??11,762"	"27,343"	"13,853"	"13,490"	"26,312"	"13,317"	"12,995"	"1,031"	536	495	2.2	"1,745"		
2008.2/4	"Íµ¨Î°úÍµ?Íµ¨Î°ú4??11,558"	"30,978"	"15,538"	"15,440"	"27,234"	"13,667"	"13,567"	"3,744"	"1,871"	"1,873"	2.33	"2,504"		
2008.2/4	"Íµ¨Î°úÍµ?Íµ¨Î°ú5??12,550"	"34,819"	"17,601"	"17,218"	"32,004"	"16,143"	"15,861"	"2,815"	"1,458"	"1,357"	2.52	"2,377"		
2008.2/4	Íµ¨Î°úÍµ?Íµ¨Î°úÎ≥∏Îèô	"7,896"	"21,073"	"10,722"	"10,351"	"18,519"	"9,363"	"9,156"	"2,554"	"1,359"	"1,195"	2.32	"1,656"	
2008.2/4	"Íµ¨Î°úÍµ?Í≥†Ï≤ô1??9,576"	"26,772"	"13,550"	"13,222"	"26,260"	"13,276"	"12,984"	512	274	238	2.72	"2,118"		
2008.2/4	"Íµ¨Î°úÍµ?Í≥†Ï≤ô2??10,866"	"28,766"	"14,675"	"14,091"	"28,514"	"14,555"	"13,959"	252	120	132	2.6	"2,314"		
2008.2/4	"Íµ¨Î°úÍµ?Í∞úÎ¥â1??6,702"	"17,988"	"9,088"	"8,900"	"17,273"	"8,752"	"8,521"	715	336	379	2.55	"1,426"		
2008.2/4	"Íµ¨Î°úÍµ?Í∞úÎ¥â2??12,989"	"36,589"	"18,129"	"18,460"	"36,386"	"18,040"	"18,346"	203	89	114	2.77	"2,770"		
2008.2/4	"Íµ¨Î°úÍµ?Í∞úÎ¥â3??8,503"	"22,998"	"11,508"	"11,490"	"22,856"	"11,451"	"11,405"	142	57	85	2.66	"1,688"		
2008.2/4	Íµ¨Î°úÍµ?Í∞úÎ¥âÎ≥∏Îèô	"8,040"	"20,888"	"10,499"	"10,389"	"20,608"	"10,357"	"10,251"	280	142	138	2.54	"1,567"	
2008.2/4	"Íµ¨Î°úÍµ??§Î•ò1??8,081"	"21,654"	"10,864"	"10,790"	"21,053"	"10,586"	"10,467"	601	278	323	2.58	"1,888"		
2008.2/4	"Íµ¨Î°úÍµ??§Î•ò2??11,574"	"30,523"	"15,531"	"14,992"	"30,139"	"15,331"	"14,808"	384	200	184	2.58	"2,617"		
2008.2/4	"Íµ¨Î°úÍµ??òÍ∂Å??8,351"	"22,346"	"11,331"	"11,015"	"22,063"	"11,166"	"10,897"	283	165	118	2.62	"1,904"		
2008.2/4	"Íµ¨Î°úÍµ?Í∞ÄÎ¶¨Î¥â??8,367"	"23,557"	"12,591"	"10,966"	"15,937"	"8,598"	"7,339"	"7,620"	"3,993"	"3,627"	1.89	"1,542"		
2008.2/4	Í∏àÏ≤úÍµ??©Í≥Ñ	"99,772"	"266,078"	"135,809"	"130,269"	"248,354"	"126,471"	"121,883"	"17,724"	"9,338"	"8,386"	2.47	"20,538"	
2008.2/4	Í∏àÏ≤úÍµ?Í∞Ä?∞Îèô	"9,096"	"24,388"	"13,418"	"10,970"	"18,822"	"10,310"	"8,512"	"5,566"	"3,108"	"2,458"	2.05	"1,534"	
2008.2/4	"Í∏àÏ≤úÍµ??ÖÏÇ∞1??12,321"	"35,797"	"18,392"	"17,405"	"31,312"	"16,004"	"15,308"	"4,485"	"2,388"	"2,097"	2.52	"2,752"		
2008.2/4	"Í∏àÏ≤úÍµ??ÖÏÇ∞2??10,051"	"25,118"	"12,751"	"12,367"	"24,390"	"12,403"	"11,987"	728	348	380	2.41	"1,720"		
2008.2/4	"Í∏àÏ≤úÍµ??ÖÏÇ∞3??12,604"	"32,794"	"16,538"	"16,256"	"29,820"	"15,002"	"14,818"	"2,974"	"1,536"	"1,438"	2.35	"2,300"		
2008.2/4	"Í∏àÏ≤úÍµ??ÖÏÇ∞4??8,354"	"20,830"	"10,642"	"10,188"	"20,075"	"10,264"	"9,811"	755	378	377	2.38	"1,352"		
2008.2/4	"Í∏àÏ≤úÍµ??úÌù•1??13,477"	"34,850"	"17,649"	"17,201"	"32,449"	"16,451"	"15,998"	"2,401"	"1,198"	"1,203"	2.39	"2,961"		
2008.2/4	"Í∏àÏ≤úÍµ??úÌù•2??8,793"	"26,116"	"13,033"	"13,083"	"26,048"	"13,000"	"13,048"	68	33	35	2.94	"2,175"		
2008.2/4	"Í∏àÏ≤úÍµ??úÌù•3??4,934"	"13,522"	"6,868"	"6,654"	"13,415"	"6,818"	"6,597"	107	50	57	2.7	"1,327"		
2008.2/4	"Í∏àÏ≤úÍµ??úÌù•4??10,038"	"26,427"	"13,303"	"13,124"	"26,050"	"13,123"	"12,927"	377	180	197	2.57	"1,978"		
2008.2/4	"Í∏àÏ≤úÍµ??úÌù•5??10,104"	"26,236"	"13,215"	"13,021"	"25,973"	"13,096"	"12,877"	263	119	144	2.55	"2,439"		
2008.2/4	?ÅÎì±?¨Íµ¨	?©Í≥Ñ	"167,178"	"443,550"	"224,095"	"219,455"	"408,219"	"205,859"	"202,360"	"35,331"	"18,236"	"17,095"	2.42	"36,613"
2008.2/4	?ÅÎì±?¨Íµ¨	"?ÅÎì±????6,316"	"16,930"	"8,579"	"8,351"	"15,827"	"7,993"	"7,834"	"1,103"	586	517	2.47	"1,099"	
2008.2/4	?ÅÎì±?¨Íµ¨	"?ÅÎì±????4,136"	"6,791"	"4,210"	"2,581"	"6,323"	"3,994"	"2,329"	468	216	252	1.52	798	
2008.2/4	?ÅÎì±?¨Íµ¨	"?ÅÎì±????5,064"	"12,218"	"6,275"	"5,943"	"11,748"	"6,023"	"5,725"	470	252	218	2.3	"1,205"	
2008.2/4	?ÅÎì±?¨Íµ¨	"?¨Ïùò??11,959"	"33,052"	"16,128"	"16,924"	"32,373"	"15,719"	"16,654"	679	409	270	2.69	"3,486"	
2008.2/4	?ÅÎì±?¨Íµ¨	"?πÏÇ∞1??8,827"	"21,043"	"10,640"	"10,403"	"20,418"	"10,318"	"10,100"	625	322	303	2.29	"1,970"	
2008.2/4	?ÅÎì±?¨Íµ¨	"?πÏÇ∞2??12,641"	"33,605"	"16,603"	"17,002"	"32,901"	"16,233"	"16,668"	704	370	334	2.57	"2,787"	
2008.2/4	?ÅÎì±?¨Íµ¨	"?ÑÎ¶º1??3,600"	"10,256"	"5,207"	"5,049"	"7,866"	"4,006"	"3,860"	"2,390"	"1,201"	"1,189"	2.17	795	
2008.2/4	?ÅÎì±?¨Íµ¨	"?ÑÎ¶º2??6,194"	"14,920"	"7,604"	"7,316"	"13,842"	"7,052"	"6,790"	"1,078"	552	526	2.2	"1,206"	
2008.2/4	?ÅÎì±?¨Íµ¨	"Î¨∏Îûò1??5,825"	"16,074"	"8,045"	"8,029"	"15,880"	"7,924"	"7,956"	194	121	73	2.7	"1,489"	
2008.2/4	?ÅÎì±?¨Íµ¨	"Î¨∏Îûò2??5,742"	"15,819"	"7,961"	"7,858"	"15,660"	"7,865"	"7,795"	159	96	63	2.67	"1,116"	
2008.2/4	?ÅÎì±?¨Íµ¨	"?ëÌèâ1??6,870"	"17,250"	"8,754"	"8,496"	"16,852"	"8,540"	"8,312"	398	214	184	2.41	"1,496"	
2008.2/4	?ÅÎì±?¨Íµ¨	"?ëÌèâ2??7,986"	"21,997"	"11,250"	"10,747"	"21,640"	"11,053"	"10,587"	357	197	160	2.67	"1,535"	
2008.2/4	?ÅÎì±?¨Íµ¨	"?†Í∏∏1??9,672"	"26,607"	"13,371"	"13,236"	"21,144"	"10,602"	"10,542"	"5,463"	"2,769"	"2,694"	2.17	"2,217"	
2008.2/4	?ÅÎì±?¨Íµ¨	"?†Í∏∏2??4,783"	"11,635"	"5,903"	"5,732"	"10,455"	"5,294"	"5,161"	"1,180"	609	571	2.17	"1,107"	
2008.2/4	?ÅÎì±?¨Íµ¨	"?†Í∏∏3??8,271"	"21,305"	"10,716"	"10,589"	"20,494"	"10,302"	"10,192"	811	414	397	2.45	"1,861"	
2008.2/4	?ÅÎì±?¨Íµ¨	"?†Í∏∏4??5,853"	"14,836"	"7,511"	"7,325"	"14,004"	"7,084"	"6,920"	832	427	405	2.37	"1,320"	
2008.2/4	?ÅÎì±?¨Íµ¨	"?†Í∏∏5??7,477"	"23,579"	"11,999"	"11,580"	"17,501"	"8,910"	"8,591"	"6,078"	"3,089"	"2,989"	2.32	"1,566"	
2008.2/4	?ÅÎì±?¨Íµ¨	"?†Í∏∏6??9,729"	"26,102"	"12,991"	"13,111"	"24,895"	"12,392"	"12,503"	"1,207"	599	608	2.53	"2,186"	
2008.2/4	?ÅÎì±?¨Íµ¨	"?†Í∏∏7??7,636"	"20,676"	"10,381"	"10,295"	"20,000"	"10,042"	"9,958"	676	339	337	2.59	"1,618"	
2008.2/4	?ÅÎì±?¨Íµ¨	"?ÄÎ¶???7,716"	"19,763"	"9,988"	"9,775"	"18,372"	"9,272"	"9,100"	"1,391"	716	675	2.36	"1,664"	
2008.2/4	?ÅÎì±?¨Íµ¨	"?ÄÎ¶???8,647"	"25,996"	"13,224"	"12,772"	"19,368"	"9,687"	"9,681"	"6,628"	"3,537"	"3,091"	2.22	"1,798"	
2008.2/4	?ÅÎì±?¨Íµ¨	"?ÄÎ¶???12,234"	"33,096"	"16,755"	"16,341"	"30,656"	"15,554"	"15,102"	"2,440"	"1,201"	"1,239"	2.48	"2,294"	
2008.2/4	?ôÏûëÍµ??©Í≥Ñ	"164,235"	"414,566"	"204,682"	"209,884"	"404,385"	"199,864"	"204,521"	"10,181"	"4,818"	"5,363"	2.44	"37,375"	
2008.2/4	"?ôÏûëÍµ??∏ÎüâÏß???8,805"	"22,138"	"11,148"	"10,990"	"21,528"	"10,839"	"10,689"	610	309	301	2.42	"2,200"		
2008.2/4	"?ôÏûëÍµ??∏ÎüâÏß???8,005"	"18,136"	"9,055"	"9,081"	"17,328"	"8,645"	"8,683"	808	410	398	2.15	"1,787"		
2008.2/4	"?ôÏûëÍµ??ÅÎèÑ1??16,293"	"39,923"	"19,664"	"20,259"	"39,036"	"19,280"	"19,756"	887	384	503	2.37	"3,678"		
2008.2/4	"?ôÏûëÍµ??ÅÎèÑ2??10,455"	"25,509"	"12,596"	"12,913"	"25,288"	"12,503"	"12,785"	221	93	128	2.39	"2,424"		
2008.2/4	"?ôÏûëÍµ??ÅÎèÑ3??9,556"	"24,356"	"11,970"	"12,386"	"24,174"	"11,892"	"12,282"	182	78	104	2.51	"2,441"		
2008.2/4	"?ôÏûëÍµ??ÅÎèÑ4??11,754"	"30,221"	"15,012"	"15,209"	"30,014"	"14,925"	"15,089"	207	87	120	2.53	"2,877"		
2008.2/4	?ôÏûëÍµ?Î≥∏Îèô	"5,461"	"13,559"	"6,745"	"6,814"	"13,287"	"6,622"	"6,665"	272	123	149	2.4	"1,306"	
2008.2/4	"?ôÏûëÍµ??ôÏûë??7,665"	"19,722"	"9,704"	"10,018"	"18,563"	"9,180"	"9,383"	"1,159"	524	635	2.4	"1,717"		
2008.2/4	"?ôÏûëÍµ??¨Îãπ1??10,463"	"23,730"	"11,503"	"12,227"	"23,273"	"11,279"	"11,994"	457	224	233	2.2	"1,773"		
2008.2/4	"?ôÏûëÍµ??¨Îãπ2??5,035"	"12,864"	"6,234"	"6,630"	"12,755"	"6,190"	"6,565"	109	44	65	2.5	"1,139"		
2008.2/4	"?ôÏûëÍµ??¨Îãπ3??10,286"	"27,010"	"13,459"	"13,551"	"26,702"	"13,279"	"13,423"	308	180	128	2.57	"2,363"		
2008.2/4	"?ôÏûëÍµ??¨Îãπ4??5,777"	"14,132"	"6,937"	"7,195"	"14,008"	"6,890"	"7,118"	124	47	77	2.4	"1,271"		
2008.2/4	"?ôÏûëÍµ??¨Îãπ5??6,319"	"16,063"	"7,983"	"8,080"	"16,001"	"7,958"	"8,043"	62	25	37	2.5	"1,269"		
2008.2/4	?ôÏûëÍµ??ÄÎ∞©Îèô	"14,643"	"39,952"	"19,616"	"20,336"	"39,540"	"19,424"	"20,116"	412	192	220	2.68	"3,279"	
2008.2/4	"?ôÏûëÍµ??†Î?Î∞???10,099"	"29,997"	"14,833"	"15,164"	"26,792"	"13,203"	"13,589"	"3,205"	"1,630"	"1,575"	2.63	"2,115"		
2008.2/4	"?ôÏûëÍµ??†Î?Î∞???7,902"	"20,885"	"10,211"	"10,674"	"20,684"	"10,119"	"10,565"	201	92	109	2.59	"1,796"		
2008.2/4	"?ôÏûëÍµ??ëÏÑù??15,717"	"36,369"	"18,012"	"18,357"	"35,412"	"17,636"	"17,776"	957	376	581	2.24	"3,940"		
2008.2/4	Í¥Ä?ÖÍµ¨	?©Í≥Ñ	"240,731"	"554,222"	"281,625"	"272,597"	"537,041"	"273,408"	"263,633"	"17,181"	"8,217"	"8,964"	2.21	"43,252"
2008.2/4	Í¥Ä?ÖÍµ¨	Î¥âÏ≤úÎ≥∏Îèô	"7,264"	"20,197"	"9,994"	"10,203"	"17,176"	"8,596"	"8,580"	"3,021"	"1,398"	"1,623"	2.34	"1,449"
2008.2/4	Í¥Ä?ÖÍµ¨	"Î¥âÏ≤ú1??11,423"	"27,553"	"13,827"	"13,726"	"27,306"	"13,716"	"13,590"	247	111	136	2.37	"2,336"	
2008.2/4	Í¥Ä?ÖÍµ¨	"Î¥âÏ≤ú2??5,309"	"14,267"	"7,121"	"7,146"	"14,171"	"7,076"	"7,095"	96	45	51	2.64	"1,357"	
2008.2/4	Í¥Ä?ÖÍµ¨	"Î¥âÏ≤ú3??6,896"	"17,953"	"8,865"	"9,088"	"17,872"	"8,826"	"9,046"	81	39	42	2.55	"1,534"	
2008.2/4	Í¥Ä?ÖÍµ¨	"Î¥âÏ≤ú4??10,178"	"18,511"	"9,414"	"9,097"	"18,143"	"9,246"	"8,897"	368	168	200	1.77	"1,197"	
2008.2/4	Í¥Ä?ÖÍµ¨	"Î¥âÏ≤ú5??7,635"	"21,548"	"10,693"	"10,855"	"21,471"	"10,664"	"10,807"	77	29	48	2.78	"1,823"	
2008.2/4	Í¥Ä?ÖÍµ¨	"Î¥âÏ≤ú6??14,575"	"30,666"	"15,397"	"15,269"	"30,315"	"15,241"	"15,074"	351	156	195	2.06	"2,376"	
2008.2/4	Í¥Ä?ÖÍµ¨	"Î¥âÏ≤ú7??9,568"	"18,440"	"9,496"	"8,944"	"18,069"	"9,339"	"8,730"	371	157	214	1.87	"1,265"	
2008.2/4	Í¥Ä?ÖÍµ¨	"Î¥âÏ≤ú8??7,197"	"17,153"	"8,650"	"8,503"	"15,894"	"8,020"	"7,874"	"1,259"	630	629	2.19	"1,390"	
2008.2/4	Í¥Ä?ÖÍµ¨	"Î¥âÏ≤ú9??7,551"	"20,352"	"10,217"	"10,135"	"20,254"	"10,182"	"10,072"	98	35	63	2.65	"1,589"	
2008.2/4	Í¥Ä?ÖÍµ¨	"Î¥âÏ≤ú10??7,005"	"15,020"	"7,542"	"7,478"	"14,645"	"7,354"	"7,291"	375	188	187	2.08	"1,354"	
2008.2/4	Í¥Ä?ÖÍµ¨	"Î¥âÏ≤ú11??13,277"	"29,573"	"14,782"	"14,791"	"29,320"	"14,667"	"14,653"	253	115	138	2.19	"2,298"	
2008.2/4	Í¥Ä?ÖÍµ¨	"?®ÌòÑ??7,974"	"18,234"	"8,974"	"9,260"	"17,953"	"8,833"	"9,120"	281	141	140	2.23	"1,438"	
2008.2/4	Í¥Ä?ÖÍµ¨	?†Î¶ºÎ≥∏Îèô	"12,093"	"28,125"	"14,151"	"13,974"	"24,431"	"12,340"	"12,091"	"3,694"	"1,811"	"1,883"	2	"1,786"
2008.2/4	Í¥Ä?ÖÍµ¨	"?†Î¶º1??9,514"	"21,744"	"10,737"	"11,007"	"21,091"	"10,424"	"10,667"	653	313	340	2.2	"1,785"	
2008.2/4	Í¥Ä?ÖÍµ¨	"?†Î¶º2??13,138"	"25,435"	"14,001"	"11,434"	"25,248"	"13,929"	"11,319"	187	72	115	1.91	"1,915"	
2008.2/4	Í¥Ä?ÖÍµ¨	"?†Î¶º3??7,044"	"17,979"	"9,119"	"8,860"	"17,855"	"9,078"	"8,777"	124	41	83	2.51	"1,481"	
2008.2/4	Í¥Ä?ÖÍµ¨	"?†Î¶º4??12,054"	"28,228"	"14,125"	"14,103"	"26,257"	"13,152"	"13,105"	"1,971"	973	998	2.16	"1,818"	
2008.2/4	Í¥Ä?ÖÍµ¨	"?†Î¶º5??10,177"	"17,587"	"8,697"	"8,890"	"17,159"	"8,499"	"8,660"	428	198	230	1.67	"1,131"	
2008.2/4	Í¥Ä?ÖÍµ¨	"?†Î¶º6??4,848"	"10,930"	"5,629"	"5,301"	"10,811"	"5,588"	"5,223"	119	41	78	2.22	"1,356"	
2008.2/4	Í¥Ä?ÖÍµ¨	"?†Î¶º7??6,782"	"18,330"	"9,131"	"9,199"	"18,168"	"9,021"	"9,147"	162	110	52	2.63	"1,376"	
2008.2/4	Í¥Ä?ÖÍµ¨	"?†Î¶º8??8,339"	"20,364"	"10,225"	"10,139"	"18,306"	"9,181"	"9,125"	"2,058"	"1,044"	"1,014"	2.18	"1,596"	
2008.2/4	Í¥Ä?ÖÍµ¨	"?†Î¶º9??13,269"	"23,347"	"13,920"	"9,427"	"23,020"	"13,761"	"9,259"	327	159	168	1.73	"1,589"	
2008.2/4	Í¥Ä?ÖÍµ¨	"?†Î¶º10??7,911"	"21,339"	"10,775"	"10,564"	"21,235"	"10,732"	"10,503"	104	43	61	2.66	"1,990"	
2008.2/4	Í¥Ä?ÖÍµ¨	"?†Î¶º11??6,000"	"15,425"	"7,751"	"7,674"	"15,284"	"7,689"	"7,595"	141	62	79	2.53	"1,087"	
2008.2/4	Í¥Ä?ÖÍµ¨	"?†Î¶º12??7,588"	"20,549"	"10,500"	"10,049"	"20,409"	"10,446"	"9,963"	140	54	86	2.67	"1,535"	
2008.2/4	Í¥Ä?ÖÍµ¨	"?†Î¶º13??6,122"	"15,373"	"7,892"	"7,481"	"15,178"	"7,808"	"7,370"	195	84	111	2.46	"1,401"	
2008.2/4	?úÏ¥àÍµ??©Í≥Ñ	"159,396"	"411,897"	"200,283"	"211,614"	"405,849"	"197,454"	"208,395"	"6,048"	"2,829"	"3,219"	2.53	"29,865"	
2008.2/4	"?úÏ¥àÍµ??úÏ¥à1??8,602"	"21,842"	"10,666"	"11,176"	"20,738"	"10,092"	"10,646"	"1,104"	574	530	2.39	"1,406"		
2008.2/4	"?úÏ¥àÍµ??úÏ¥à2??8,837"	"23,403"	"11,488"	"11,915"	"23,241"	"11,410"	"11,831"	162	78	84	2.6	"1,587"		
2008.2/4	"?úÏ¥àÍµ??úÏ¥à3??12,098"	"31,265"	"15,716"	"15,549"	"30,162"	"15,203"	"14,959"	"1,103"	513	590	2.47	"2,415"		
2008.2/4	"?úÏ¥àÍµ??úÏ¥à4??9,785"	"28,350"	"13,826"	"14,524"	"28,179"	"13,760"	"14,419"	171	66	105	2.86	"1,906"		
2008.2/4	"?úÏ¥àÍµ??†Ïõê??15,294"	"37,909"	"18,159"	"19,750"	"37,352"	"17,895"	"19,457"	557	264	293	2.42	"2,381"		
2008.2/4	?úÏ¥àÍµ?Î∞òÌè¨Î≥∏Îèô	"4,532"	"14,134"	"6,645"	"7,489"	"13,435"	"6,324"	"7,111"	699	321	378	2.95	"1,143"	
2008.2/4	"?úÏ¥àÍµ?Î∞òÌè¨1??9,539"	"18,764"	"8,949"	"9,815"	"18,600"	"8,873"	"9,727"	164	76	88	1.94	999		
2008.2/4	"?úÏ¥àÍµ?Î∞òÌè¨2??4,490"	"13,214"	"6,370"	"6,844"	"13,172"	"6,349"	"6,823"	42	21	21	2.91	921		
2008.2/4	"?úÏ¥àÍµ?Î∞òÌè¨3??8,743"	"24,551"	"11,803"	"12,748"	"24,483"	"11,774"	"12,709"	68	29	39	2.77	"1,794"		
2008.2/4	"?úÏ¥àÍµ?Î∞òÌè¨4??7,589"	"20,958"	"10,146"	"10,812"	"20,685"	"10,018"	"10,667"	273	128	145	2.7	"1,467"		
2008.2/4	?úÏ¥àÍµ?Î∞©Î∞∞Î≥∏Îèô	"7,569"	"21,126"	"10,025"	"11,101"	"21,005"	"9,980"	"11,025"	121	45	76	2.76	"1,683"	
2008.2/4	"?úÏ¥àÍµ?Î∞©Î∞∞1??6,720"	"16,814"	"8,109"	"8,705"	"16,699"	"8,062"	"8,637"	115	47	68	2.46	"1,321"		
2008.2/4	"?úÏ¥àÍµ?Î∞©Î∞∞2??11,548"	"29,373"	"14,231"	"15,142"	"29,205"	"14,171"	"15,034"	168	60	108	2.51	"2,251"		
2008.2/4	"?úÏ¥àÍµ?Î∞©Î∞∞3??9,545"	"26,191"	"12,852"	"13,339"	"26,031"	"12,770"	"13,261"	160	82	78	2.71	"1,996"		
2008.2/4	"?úÏ¥àÍµ?Î∞©Î∞∞4??10,112"	"25,905"	"12,268"	"13,637"	"25,736"	"12,191"	"13,545"	169	77	92	2.52	"1,978"		
2008.2/4	"?úÏ¥àÍµ??ëÏû¨1??11,292"	"27,738"	"13,566"	"14,172"	"27,074"	"13,254"	"13,820"	664	312	352	2.38	"2,277"		
2008.2/4	"?úÏ¥àÍµ??ëÏû¨2??10,433"	"23,586"	"11,855"	"11,731"	"23,426"	"11,797"	"11,629"	160	58	102	2.22	"1,501"		
2008.2/4	"?úÏ¥àÍµ??¥Í≥°??2,668"	"6,774"	"3,609"	"3,165"	"6,626"	"3,531"	"3,095"	148	78	70	2.47	839		
2008.2/4	Í∞ïÎÇ®Íµ??©Í≥Ñ	"228,107"	"570,755"	"275,485"	"295,270"	"562,500"	"271,357"	"291,143"	"8,255"	"4,128"	"4,127"	2.45	"37,879"	
2008.2/4	"Í∞ïÎÇ®Íµ??†ÏÇ¨??8,662"	"21,780"	"10,197"	"11,583"	"20,905"	"9,796"	"11,109"	875	401	474	2.4	"1,805"		
2008.2/4	"Í∞ïÎÇ®Íµ??ºÌòÑ1??15,132"	"28,338"	"13,139"	"15,199"	"27,351"	"12,678"	"14,673"	987	461	526	1.8	"1,766"		
2008.2/4	"Í∞ïÎÇ®Íµ??ºÌòÑ2??11,482"	"24,202"	"11,460"	"12,742"	"24,134"	"11,436"	"12,698"	68	24	44	2.09	"1,719"		
2008.2/4	"Í∞ïÎÇ®Íµ??ïÍµ¨????6,384"	"17,310"	"8,267"	"9,043"	"17,275"	"8,255"	"9,020"	35	12	23	2.69	"1,640"		
2008.2/4	"Í∞ïÎÇ®Íµ??ïÍµ¨????4,904"	"12,121"	"5,670"	"6,451"	"12,090"	"5,663"	"6,427"	31	7	24	2.44	"1,202"		
2008.2/4	"Í∞ïÎÇ®Íµ?Ï≤?ã¥1??6,609"	"18,573"	"9,032"	"9,541"	"18,034"	"8,762"	"9,272"	539	270	269	2.71	"1,435"		
2008.2/4	"Í∞ïÎÇ®Íµ?Ï≤?ã¥2??5,517"	"12,977"	"6,202"	"6,775"	"12,942"	"6,186"	"6,756"	35	16	19	2.33	826		
2008.2/4	"Í∞ïÎÇ®Íµ??ºÏÑ±1??6,000"	"16,366"	"8,363"	"8,003"	"15,581"	"7,920"	"7,661"	785	443	342	2.58	"1,130"		
2008.2/4	"Í∞ïÎÇ®Íµ??ºÏÑ±2??11,411"	"26,110"	"12,571"	"13,539"	"26,067"	"12,548"	"13,519"	43	23	20	2.26	"1,539"		
2008.2/4	"Í∞ïÎÇ®Íµ??ÄÏπ???7,848"	"26,894"	"13,291"	"13,603"	"25,894"	"12,769"	"13,125"	"1,000"	522	478	3.29	"1,371"		
2008.2/4	"Í∞ïÎÇ®Íµ??ÄÏπ???8,314"	"27,001"	"13,642"	"13,359"	"26,978"	"13,632"	"13,346"	23	10	13	3.24	"1,420"		
2008.2/4	"Í∞ïÎÇ®Íµ??ÄÏπ???6,423"	"18,052"	"9,209"	"8,843"	"17,934"	"9,149"	"8,785"	118	60	58	2.78	"1,049"		
2008.2/4	"Í∞ïÎÇ®Íµ??ÄÏπ???10,626"	"22,181"	"10,410"	"11,771"	"22,101"	"10,367"	"11,734"	80	43	37	2.07	"1,139"		
2008.2/4	"Í∞ïÎÇ®Íµ???Çº1??20,850"	"37,488"	"17,950"	"19,538"	"35,968"	"17,186"	"18,782"	"1,520"	764	756	1.71	"2,089"		
2008.2/4	"Í∞ïÎÇ®Íµ???Çº2??13,484"	"32,741"	"15,477"	"17,264"	"32,669"	"15,437"	"17,232"	72	40	32	2.39	"1,884"		
